,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
843,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,51,Once a year,Female
844,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,33,Once a month,Male
845,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,36,Once a month,Female
846,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,24,More than once a week,Female
847,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,42,Once a month,Female
848,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Male
849,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,48,Every three months,Female
850,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,34,More than once a week,Female
851,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female
852,No,No,No,No,No,No,No,No,No,No,No,0,55,Once a year,Female
853,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+2,29,Every three months,Female
854,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,40,Once a month,Female
855,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,44,Every three months,Male
856,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a year,Male
857,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,29,Once a month,Male
858,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,40,Once a week,Male
859,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,+3,30,More than once a week,Male
860,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,34,Once a month,Male
861,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,60,Every three months,Male
862,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,66,Once a month,Male
863,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+3,51,Every three months,Male
864,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,44,Once a year,Male
865,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,64,Once a year,Male
866,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,+3,37,Every three months,Female
867,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Male
868,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,30,Once a week,Male
869,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,53,Once a year,Male
870,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,+1,48,Once a month,Male
871,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,67,Once a year,Female
872,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,39,Never,Male
873,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female
874,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,61,Never,Male
875,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,57,Every three months,Male
876,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,I hate it!-5,64,Once a year,Male
877,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-4,64,Once a year,Female
878,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,34,Once a week,Female
879,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,+4,45,Once a week,Male
880,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,34,Once a month,Male
881,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,67,Once a year,Male
882,No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,38,Never,Female
883,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,+2,22,Once a week,Male
884,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,Once a week,Female
885,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,65,Every three months,Female
886,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-2,63,Once a year,Male
887,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,49,Once a year,Male
888,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,36,Once a year,Male
889,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1,60,Never,Female
890,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Female
891,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,I love it!+5,55,Once a week,Male
892,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,+3,41,Once a month,Female
893,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,46,More than once a week,Male
894,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Female
895,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,I love it!+5,61,Every three months,Female
896,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,+3,38,Once a week,Female
897,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,59,Never,Female
898,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,36,Once a month,Male
899,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,62,Never,Female
900,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,58,Once a month,Male
901,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,23,Once a week,Female
902,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Every three months,Female
903,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,25,Once a month,Female
904,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Male
905,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,48,Once a year,Male
906,No,No,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,62,Never,Female
907,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,61,Every three months,Female
908,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,32,More than once a week,Female
909,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,0,49,Every three months,Male
910,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,+3,20,Once a month,Male
911,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+1,43,Every three months,Female
912,No,No,No,No,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Never,Female
913,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,60,Once a month,Female
914,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,68,Once a year,Female
915,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Once a month,Male
916,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,57,Once a year,Male
917,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+4,71,Once a month,Male
918,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,+3,30,Every three months,Female
919,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,61,More than once a week,Male
920,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,+1,55,Once a month,Female
921,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,-3,53,Once a month,Male
922,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,45,Every three months,Male
923,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,41,Once a month,Male
924,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+3,30,Every three months,Male
925,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+2,42,Once a week,Female
926,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female
927,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,46,Every three months,Female
928,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,I love it!+5,43,Once a month,Male
929,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,33,Once a month,Female
930,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,19,Never,Female
931,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male
932,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-4,58,Once a year,Male
933,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,59,Every three months,Male
934,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,31,Once a month,Female
935,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,37,Once a month,Female
936,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,56,Once a month,Male
937,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,52,Every three months,Male
938,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,36,Never,Male
939,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,25,Once a month,Female
940,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,0,20,Once a year,Male
941,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,21,Once a month,Female
942,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-2,59,Once a week,Female
943,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-4,51,Once a year,Female
944,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,50,Once a month,Female
945,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,63,Every three months,Male
946,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,25,Every three months,Female
947,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+1,51,Once a month,Male
948,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,36,Once a year,Female
949,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Female
950,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+1,26,Once a month,Male
951,No,No,No,No,No,No,No,No,No,No,Yes,I hate it!-5,30,Once a year,Male
952,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,37,Once a month,Female
953,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-1,30,Every three months,Male
954,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,+4,30,Once a month,Female
955,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,+4,55,Every three months,Female
956,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,19,Once a month,Female
957,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,23,More than once a week,Female
958,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,26,Every three months,Female
959,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-1,59,Once a year,Female
960,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,+4,23,Once a week,Male
961,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+4,30,Once a month,Male
962,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,18,Every three months,Female
963,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,0,51,Once a year,Male
964,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,+2,35,Once a year,Male
965,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+3,43,Once a week,Female
966,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,0,56,Once a year,Female
967,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+2,53,Once a week,Male
968,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,47,Every three months,Female
969,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+2,65,Every three months,Male
970,No,Yes,No,Yes,No,Yes,No,No,No,No,No,0,51,Never,Male
971,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,33,Once a month,Female
972,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,61,Never,Male
973,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,33,Once a month,Female
974,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,25,Once a month,Male
975,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,I hate it!-5,36,Never,Male
976,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,47,Once a month,Male
977,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,59,Once a month,Female
978,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,37,Once a year,Female
979,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0,22,Once a month,Male
980,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,48,Every three months,Male
981,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,+2,70,Once a year,Male
982,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I hate it!-5,51,Never,Male
983,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,23,Once a month,Female
984,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I love it!+5,28,Every three months,Female
985,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,+4,39,Once a week,Male
986,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+4,62,Every three months,Female
987,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a week,Female
988,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,+2,27,Every three months,Female
989,No,Yes,No,No,No,Yes,No,No,No,No,No,-2,59,Every three months,Female
990,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-3,65,Every three months,Male
991,No,No,No,No,No,No,No,Yes,Yes,No,No,-4,54,Every three months,Female
992,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,64,Every three months,Male
993,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,+2,49,Once a month,Female
994,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,I love it!+5,22,More than once a week,Female
995,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,35,Once a month,Male
996,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,41,More than once a week,Female
997,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,+1,32,Every three months,Male
998,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,I love it!+5,24,Once a week,Female
999,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,52,Once a week,Female
1000,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,44,Once a year,Male
1001,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+4,38,Once a month,Female
1002,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,43,Once a week,Female
1003,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+1,32,Once a year,Female
1004,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,-1,38,Every three months,Male
1005,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,63,Never,Female
1006,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,46,Every three months,Female
1007,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,+3,29,Every three months,Female
1008,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,61,Never,Female
1009,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,+2,47,Every three months,Male
1010,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+3,31,Once a month,Male
1011,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a week,Male
1012,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,64,Every three months,Male
1013,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+2,26,Once a month,Female
1014,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-1,55,Once a year,Female
1015,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,46,More than once a week,Female
1016,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,52,Once a month,Male
1017,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Female
1018,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,33,Once a month,Male
1019,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,30,Once a month,Female
1020,No,Yes,No,Yes,No,Yes,No,No,No,No,No,+3,46,Once a week,Female
1021,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,60,Once a year,Female
1022,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,+3,27,More than once a week,Male
1023,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,51,Every three months,Female
1024,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,41,Once a month,Female
1025,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+2,67,Once a month,Female
1026,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,63,Never,Female
1027,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,+3,65,Every three months,Female
1028,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,59,Once a month,Male
1029,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,34,Once a year,Female
1030,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,34,Once a year,Female
1031,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,53,Once a week,Female
1032,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,31,Once a week,Female
1033,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a month,Female
1034,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,+2,39,Once a week,Male
1035,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,+4,66,Once a month,Male
1036,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,55,Once a month,Male
1037,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,28,Once a month,Female
1038,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,I hate it!-5,34,Once a month,Female
1039,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+4,24,Once a month,Male
1040,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,0,59,Every three months,Female
1041,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,67,Every three months,Female
1042,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,+1,52,Once a month,Female
1043,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+2,41,Once a week,Male
1044,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a month,Female
1045,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Male
1046,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+4,63,Once a week,Male
1047,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,24,Once a week,Male
1048,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,I love it!+5,57,More than once a week,Male
1049,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,40,Once a month,Male
1050,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,20,Once a month,Male
1051,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,+1,55,Every three months,Male
1052,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+2,18,Once a year,Female
1053,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,42,Once a month,Male
1054,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,-4,47,Once a year,Female
1055,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,+3,40,Every three months,Male
1056,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+3,35,Once a month,Female
1057,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+1,64,Once a month,Male
1058,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,-2,50,Every three months,Female
1059,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,55,Once a week,Female
1060,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female
1061,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,49,Once a year,Female
1062,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,0,49,Every three months,Male
1063,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,+3,49,Once a week,Female
1064,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,50,Every three months,Male
1065,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,0,65,Once a year,Male
1066,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,49,Once a week,Male
1067,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+4,36,Once a month,Male
1068,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,+4,31,More than once a week,Female
1069,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,25,Once a week,Female
1070,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,51,Once a month,Male
1071,No,Yes,No,Yes,No,No,No,No,Yes,No,No,+1,41,Once a week,Male
1072,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,58,Once a year,Female
1073,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,69,Once a month,Male
1074,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,22,Once a week,Female
1075,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,39,Once a month,Male
1076,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,-2,58,Once a month,Female
1077,No,Yes,No,No,Yes,No,No,No,Yes,No,No,-1,47,Once a month,Male
1078,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,62,Once a week,Male
1079,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,+3,49,Once a month,Male
1080,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-3,65,Once a year,Female
1081,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,39,Once a week,Female
1082,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,-3,33,Once a year,Female
1083,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+4,33,Once a week,Male
1084,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,64,Once a month,Male
1085,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,18,Once a year,Male
1086,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+1,67,Once a month,Male
1087,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Once a year,Female
1088,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-4,56,Never,Female
1089,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,I hate it!-5,36,Once a month,Female
1090,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,+1,68,Once a year,Male
1091,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,+3,42,Once a month,Female
1092,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,+2,39,Once a week,Male
1093,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,24,Once a month,Female
1094,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+4,38,Once a week,Female
1095,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,I love it!+5,52,Once a week,Male
1096,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+2,43,Once a week,Female
1097,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,57,Every three months,Male
1098,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-4,59,Once a year,Female
1099,No,No,No,Yes,No,No,No,Yes,No,No,Yes,I hate it!-5,57,Never,Female
1100,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,43,Every three months,Male
1101,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,I love it!+5,25,Once a week,Female
1102,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,+2,61,Every three months,Female
1103,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,25,Once a month,Female
1104,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,70,Once a year,Female
1105,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,54,Every three months,Male
1106,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,60,Every three months,Male
1107,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,-4,59,Once a year,Male
1108,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,66,Never,Male
1109,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,+4,51,Once a week,Male
1110,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,+1,57,Once a month,Female
1111,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,+2,61,Every three months,Female
1112,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,+3,31,Once a month,Female
1113,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,+2,27,Once a week,Male
1114,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,+3,36,Once a week,Male
1115,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Female
1116,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,53,Every three months,Female
1117,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,+3,42,Once a year,Female
1118,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,50,Once a year,Female
1119,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,+2,51,Once a month,Female
1120,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,36,Never,Male
1121,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,-1,55,More than once a week,Female
